order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,region,sales_channel,status
ORD018878,CUST00822,P0099,2022-12-06,5,329.59,10.0,East,In-Store,Cancelled
ORD003632,CUST00650,P0150,2025-12-19,1,12.65,5.0,East,MARKETPLACE,Pending
ORD010399,CUST00319,P0131,2024-09-17,2,79.95,0.0,East,In-Store,Pending
ORD019178,CUST00712,P0051,2022-02-16,3,84.98,0.0,East,Marketplace,Cancelled
ORD008544,CUST00626,P0183,2022-03-01,1,324.45,0.0,Central,In-Store,Pending
ORD014840,CUST00848,P0181,2022-05-11,1,198.24,0.0,NORTH,MOBILE APP,Completed
ORD003967,CUST00457,P0101,05-Apr-2022,2,67.11,5.0,South,Online,Pending
ORD001415,CUST00632,P0190,2022-02-16,1,126.65,0.0,East,Mobile App,Completed
ORD011068,CUST00084,P0133,2025-06-30,3,76.19,0.0,East,Mobile App,Returned
ORD006990,CUST01116,P0095,2024-04-04,1,177.2,0.0,East,In-Store,Completed
ORD013883,CUST00922,P0196,2022-06-10,10,169.07,5.0,South,IN-STORE,Completed
ORD019827,CUST00514,P0175,30-May-2023,1,255.71,0.0,North,Online,Completed
ORD007243,CUST00533,P0089,11/09/2023,2,62.07,10.0,West,In-Store,Completed
ORD007396,CUST00985,P0104,27-Sep-2025,4,143.95,5.0,West,Mobile App,Completed
ORD016016,CUST00219,P0146,13-Jun-2024,1,16.11,5.0,East,online,Completed
ORD000875,CUST00419,P0158,31-Jan-2024,1,15.03,20.0,Central,Mobile App,Completed
ORD007705,CUST00002,P0198,2024-10-18,1,59.08,5.0,North,Online,Completed
ORD013217,CUST00116,P0011,2023-03-02,1,224.77,10.0,North,MARKETPLACE,Completed
ORD012062,CUST00974,P0092,07-Jun-2026,1,119.86,10.0,South,Online,Returned
ORD007969,CUST01032,P0161,06-Mar-2025,1,177.43,10.0,North,In-Store,Completed
ORD014132,CUST00721,P0029,01-Feb-2024,1,164.28,0.0,West,Online,Completed
ORD014509,CUST00122,P0178,07/08/2024,1,284.02,10.0,South,MOBILE APP,Completed
ORD013463,CUST00834,P0173,21-Jun-2022,1,208.48,10.0,East,Marketplace,Completed
ORD009536,CUST00178,P0075,24-Feb-2024,1,85.48,20.0,South,Marketplace,Completed
ORD006422,CUST00405,P0043,30/06/2024,1,264.23,15.0,South,Online,Completed
ORD004934,CUST00010,P0176,08-Apr-2024,3,358.38,0.0,West,marketplace,Pending
ORD010009,CUST00541,P0170,23-Jan-2025,1,89.54,5.0,West,Marketplace,Shipped
ORD003706,CUST01015,P0118,18-Aug-2024,2,107.34,0.0,Central,Online,Pending
ORD018060,CUST00929,P0010,17-Oct-2023,1,83.35,10.0,East,marketplace,Completed
ORD010679,CUST00261,P0071,2023-07-17,1,121.75,10.0,east,In-Store,Cancelled
ORD008157,CUST00365,P0142,15-Feb-2022,1,249.5,10.0,NORTH,Mobile App,Cancelled
ORD012881,CUST00981,P0155,04-Feb-2023,2,254.88,5.0,NORTH,online,Completed
ORD002559,CUST00927,P0006,2024-04-16,1,114.82,20.0,North,mobile app,Returned
ORD001629,CUST00777,P0040,08/03/2022,3,107.69,15.0,South,Online,Completed
ORD013112,CUST00196,P0085,21-Apr-2024,2,175.61,10.0,West,In-Store,Completed
ORD007624,CUST00892,P0036,04/11/2022,2,98.05,5.0,South,Marketplace,Pending
ORD019788,CUST00494,P0182,28-May-2024,1,202.87,5.0,north,MOBILE APP,Completed
ORD017286,CUST00367,P0140,2024-12-17,1,35.1,5.0,North,Mobile App,Completed
ORD017509,CUST00471,P0200,28-Oct-2025,1,243.98,10.0,West,Online,Completed
ORD004941,CUST00194,P0093,2023-06-17,1,70.66,5.0,East,Online,Completed
ORD019073,CUST00113,P0078,21/05/2023,10,6.99,5.0,Central,Marketplace,Completed
ORD018513,CUST00427,P0143,14/04/2022,4,180.15,15.0,South,Online,Pending
ORD004957,CUST00425,P0045,17-Jul-2024,5,97.68,0.0,south,MOBILE APP,Completed
ORD001189,CUST00013,P0021,09/02/2023,1,220.16,0.0,south,In-Store,Pending
ORD006744,CUST00710,P0033,24-May-2025,1,129.58,0.0,west,In-Store,Returned
ORD009745,CUST00660,P0195,2023-03-05,4,282.28,10.0,South,Mobile App,Pending
ORD019480,CUST00983,P0159,2023-02-28,1,223.72,15.0,North,In-Store,Completed
ORD017889,CUST00828,P0190,2023-08-10,1,125.51,10.0,CENTRAL,Mobile App,Completed
ORD017138,CUST00290,P0074,31/10/2025,1,329.88,20.0,North,mobile app,Completed
ORD009702,CUST00663,P0112,10-Jun-2026,5,135.52,0.0,West,online,Cancelled
ORD013535,CUST00487,P0095,08/05/2022,2,149.98,0.0,Central,Mobile App,Completed
ORD016674,CUST00714,P0029,2026-01-14,3,203.48,0.0,South,In-Store,Completed
ORD011739,CUST00194,P0063,15/06/2025,2,192.98,15.0,South,Marketplace,Completed
ORD003401,CUST00249,P0100,20/02/2022,1,309.46,0.0,Central,In-Store,Shipped
ORD016801,CUST00412,P0023,23/06/2022,2,134.42,5.0,East,Mobile App,Completed
ORD008317,CUST00473,P0144,12/01/2024,1,158.83,20.0,EAST,ONLINE,Completed
ORD015028,CUST00956,P0156,10/08/2022,3,261.56,10.0,Central,In-Store,Completed
ORD007557,CUST01167,P0168,2023-05-31,1,72.28,15.0,West,In-Store,Completed
ORD005587,CUST00558,P0032,29/07/2025,3,236.14,20.0,East,MOBILE APP,Pending
ORD003644,CUST00142,P0124,2025-09-03,2,57.99,0.0,CENTRAL,ONLINE,Pending
ORD004490,CUST00101,P0138,2026-03-19,5,195.39,5.0,South,In-Store,Completed
ORD019231,CUST00095,P0042,2022-10-09,3,38.58,10.0,South,Online,Cancelled
ORD014818,CUST00607,P0053,25/04/2026,2,171.59,5.0,South,Marketplace,Completed
ORD005445,CUST00786,P0173,06/08/2023,1,223.94,0.0,West,Mobile App,Completed
ORD018143,CUST00442,P0146,02-Jan-2024,2,10.61,0.0, West ,Marketplace,Completed
ORD000441,CUST00652,P0171,2023-11-18,2,206.56,5.0,Central,Marketplace,Completed
ORD000664,CUST00734,P0048,31/03/2023,1,127.84,0.0,South,In-Store,Cancelled
ORD005262,CUST00075,P0146,2022-06-21,1,18.18,20.0,North,Online,Completed
ORD008916,CUST00733,P0035,02/01/2025,1,,,,,
ORD003232,CUST01196,P0093,10/01/2026,1,104.54,15.0,west,MARKETPLACE,Returned
ORD007570,CUST01176,P0051,22/12/2025,1,144.08,5.0,Central,ONLINE,Completed
ORD019805,CUST00204,P0112,10-Mar-2022,1,76.89,10.0,East,mobile app,Pending
ORD017731,CUST00212,P0043,18/02/2022,2,242.59,5.0,south,MOBILE APP,Completed
ORD018307,CUST00677,P0097,30-Oct-2025,1,109.77,5.0,Central,Online,Cancelled
ORD013931,CUST00671,P0057,09-Oct-2025,1,181.56,0.0,Central,Online,Returned
ORD019144,CUST00959,P0003,19-May-2026,2,42.17,5.0,east,Marketplace,Pending
ORD009858,CUST00285,P0186,2025-06-25,5,138.34,0.0,South,In-Store,Completed
ORD013964,CUST00872,P0073,24/07/2023,4,18.27,20.0,central,In-Store,Completed
ORD010189,CUST00604,P0134,2024-04-12,2,118.47,15.0,North,In-Store,Completed
ORD002550,CUST00289,P0107,2024-03-31,1,131.64,0.0,North,Online,Completed
ORD011713,CUST00362,P0162,2022-04-02,1,281.03,,North,,Completed
ORD010620,CUST00976,P0157,14/08/2025,1,31.71,15.0,South,Marketplace,Shipped
ORD003710,CUST00417,P0141,15-Mar-2025,1,188.83,25.0,East,Marketplace,Completed
ORD018174,CUST00985,P0159,25-Jun-2026,1,293.79,5.0,south,In-Store,Completed
ORD007312,CUST01168,P0068,05-Apr-2024,1,89.73,0.0,East,Mobile App,Pending
ORD014687,CUST00296,P0199,27/11/2023,2,81.27,0.0,West,In-Store,Completed
ORD004037,CUST00783,P0095,19/06/2023,1,250.18,0.0,South,Online,Completed
ORD016008,CUST00344,P0196,25/05/2022,1,204.78,0.0,West,MARKETPLACE,Pending
ORD001858,CUST00868,P0080,2022-04-06,1,,,,,
ORD012229,CUST01128,P0149,14/07/2025,3,345.61,20.0,EAST,Mobile App,Pending
ORD005239,CUST00850,P0077,03-Aug-2025,1,211.11,0.0,Central,marketplace,Pending
ORD015053,CUST00102,P0011,27-Mar-2022,2,185.92,5.0,East,Online,Completed
ORD012533,CUST00623,P0037,21/12/2024,2,138.43,5.0,NORTH,Marketplace,Completed
ORD011753,CUST01054,P0070,2026-05-02,1,318.04,5.0,Central,Online,Cancelled
ORD019248,CUST00207,P0034,06-Jul-2024,1,129.04,5.0,CENTRAL,Mobile App,Completed
ORD009385,CUST00610,P0195,2024-12-26,2,280.17,,,,Returned
ORD018993,CUST00355,P0187,13/03/2025,1,126.79,5.0,West,Marketplace,Pending
ORD014362,CUST00564,P0147,2025-03-09,3,154.5,0.0,West,marketplace,Completed
ORD002722,CUST01049,P0114,2022-07-30,1,42.46,10.0,North,marketplace,Completed
ORD000879,CUST00137,P0090,08/04/2023,2,253.71,5.0,North,In-Store,Completed
ORD019053,CUST00753,P0172,2026-05-12,1,37.36,10.0,north,in-store,Completed
ORD000414,CUST01074,P0018,25-Jan-2024,1,168.96,5.0,NORTH,In-Store,Completed
ORD010763,CUST00246,P0114,08-Feb-2024,1,38.34,0.0,North,In-Store,Completed
ORD001938,CUST01145,P0079,30-Aug-2025,1,15.2,10.0,East,In-Store,Completed
ORD002714,CUST00005,P0036,03/08/2023,1,77.3,5.0,North,Marketplace,Pending
ORD019571,CUST00970,P0050,08-Aug-2024,1,234.57,0.0, Central ,Online,Returned
ORD012753,CUST01080,P0173,10/02/2026,1,182.87,5.0,central,Marketplace,Shipped
ORD007852,CUST00735,P0065,16-Dec-2022,1,68.03,0.0,South,In-Store,Completed
ORD011738,CUST00075,P0069,04/11/2024,1,237.24,0.0,West,Mobile App,Completed
ORD001869,CUST00566,P0085,2023-09-29,1,173.85,20.0,North,In-Store,Completed
ORD000508,CUST00250,P0126,2024-11-09,2,119.94,5.0,north,Marketplace,Completed
ORD008571,CUST00946,P0019,24/12/2025,1,42.76,0.0,North,Online,Completed
ORD009268,CUST00215,P0062,12/03/2024,3,65.01,0.0,East,In-Store,Pending
ORD009595,CUST00143,P0188,23/10/2023,1,113.38,0.0,Central,Online,Pending
ORD014598,CUST00292,P0188,22/01/2026,10,132.86,0.0,NORTH,Mobile App,Pending
ORD009599,CUST00661,P0012,13/07/2024,4,53.72,0.0,East,Online,Completed
ORD008480,CUST00958,P0060,2025-04-06,3,97.15,0.0,Central,In-Store,Completed
ORD011371,CUST00793,P0061,26-Nov-2022,2,24.12,5.0,East,Marketplace,Returned
ORD019210,CUST00545,P0124,29-Oct-2024,1,60.56,5.0,east,Online,Completed
ORD018600,CUST00631,P0132,2025-10-24,1,44.82,20.0,East,Online,Cancelled
ORD006457,CUST00493,P0159,2024-06-15,3,310.55,5.0,east,Mobile App,Pending
ORD009967,CUST01122,P0147,22-Feb-2026,10,143.03,10.0,South,Mobile App,Pending
ORD007263,CUST00020,P0144,2023-09-12,2,143.96,0.0,Central,Marketplace,Returned
ORD002599,CUST01047,P0158,28-Nov-2024,2,27.65,0.0,South,In-Store,Completed
ORD001561,CUST01175,P0089,2023-01-25,2,113.6,0.0,West,Online,Shipped
ORD002630,CUST00868,P0142,12/05/2024,1,235.08,0.0,East,Online,Completed
ORD003861,CUST00274,P0110,2026-06-07,1,166.07,0.0,CENTRAL,In-Store,Completed
ORD005315,CUST01020,P0074,13/06/2026,1,230.41,10.0,South,In-Store,Completed
ORD011480,CUST00956,P0093,2022-10-11,1,76.61,0.0,North,In-Store,Shipped
ORD014105,CUST00349,P0093,2024-04-03,10,86.36,0.0,South,online,Pending
ORD011377,CUST01073,P0024,08-Oct-2023,1,359.97,0.0,South,In-Store,Shipped
ORD011735,CUST00237,P0142,2025-05-21,3,,,,,
ORD001362,CUST00616,P0066,31-Oct-2022,1,153.1,0.0,South,In-Store,Shipped
ORD010959,CUST00230,P0159,2022-04-03,1,181.07,0.0,north,Online,Shipped
ORD011296,CUST00946,P0007,2025-07-09,2,92.37,0.0,NORTH,In-Store,Returned
ORD009401,CUST00995,P0039,28-Mar-2022,10,39.08,10.0, West ,Marketplace,Shipped
ORD012598,CUST00437,P0077,2023-04-06,1,126.95,0.0,south,In-Store,Cancelled
ORD015937,CUST00704,P0020,2022-10-05,5,318.67,5.0,North,Marketplace,Shipped
ORD018907,CUST00682,P0042,23/05/2022,2,44.54,0.0, West ,Online,Completed
ORD005298,CUST00368,P0066,2026-04-12,2,124.55,10.0,South,Marketplace,Completed
ORD017292,CUST00002,P0173,18/08/2023,1,240.76,0.0,South,Marketplace,Completed
ORD008340,CUST00414,P0064,05/12/2022,1,90.37,5.0,Central,Marketplace,Returned
ORD004054,CUST00629,P0056,03/02/2024,1,177.2,5.0,Central,Marketplace,Cancelled
ORD011599,CUST00943,P0076,22/01/2022,3,261.15,10.0,West,Mobile App,Completed
ORD000929,CUST00472,P0036,2022-04-01,1,115.15,5.0,east,Marketplace,Completed
ORD000717,CUST01162,P0175,13-Apr-2023,1,301.26,25.0,Central,In-Store,Cancelled
ORD009391,CUST00138,P0103,02/10/2025,2,328.08,0.0,Central,Mobile App,Completed
ORD018831,CUST00884,P0135,2022-03-09,1,29.43,0.0,East,Marketplace,Cancelled
ORD014088,CUST00906,P0099,04/11/2022,1,221.06,0.0,West,In-Store,Returned
ORD014606,CUST00887,P0198,2025-08-31,2,64.05,10.0,South,In-Store,Completed
ORD007981,CUST00354,P0083,24-Mar-2025,3,135.38,10.0,east,mobile app,Completed
ORD008414,CUST01147,P0091,2025-07-12,1,114.97,0.0,West,Mobile App,Completed
ORD010437,CUST00224,P0180,18/03/2025,2,290.42,15.0,South,mobile app,Completed
ORD015362,CUST00087,P0077,2025-08-21,1,216.95,15.0,South,In-Store,Completed
ORD013643,CUST01044,P0072,2024-03-31,1,179.89,0.0,North,Online,Pending
ORD010353,CUST00132,P0158,24/02/2023,3,22.38,5.0,Central,Marketplace,Completed
ORD018029,CUST00872,P0010,11/04/2022,2,70.55,20.0,South,marketplace,Completed
ORD017242,CUST00269,P0077,01/10/2024,1,107.35,5.0,South, Online ,Completed
ORD005446,CUST00597,P0037,26-Dec-2025,1,120.68,,,,Pending
ORD014102,CUST01164,P0041,15/10/2025,1,51.83,20.0,Central,MOBILE APP,Completed
ORD010496,CUST00888,P0016,09/06/2024,4,40.91,0.0,East,Marketplace,Completed
ORD012246,CUST00549,P0133,2022-12-13,1,63.26,20.0,East,Marketplace,Completed
ORD003902,CUST00940,P0054,2023-07-17,5,192.36,0.0,East,ONLINE,Cancelled
ORD003659,CUST00011,P0148,19-Oct-2022,3,331.75,5.0,East,In-Store,Pending
ORD016874,CUST00294,P0131,20-May-2023,1,75.06,0.0,North,MARKETPLACE,Shipped
ORD016141,CUST01090,P0113,2022-12-14,4,155.53,10.0,east,In-Store,Shipped
ORD005503,CUST00746,P0089,11-Sep-2025,2,118.49,15.0, South ,Mobile App,Pending
ORD013254,CUST00318,P0194,2023-06-14,1,,,,,
ORD011703,CUST00556,P0135,04/04/2023,1,,,,,
ORD010979,CUST00070,P0139,2025-06-23,1,318.92,0.0,West,Marketplace,Cancelled
ORD003886,CUST01002,P0120,25-Aug-2022,1,13.13,0.0, East ,Mobile App,Pending
ORD019167,CUST00302,P0021,19-Mar-2025,1,225.99,10.0,east,marketplace,Completed
ORD011328,CUST00687,P0124,04/02/2026,3,40.54,10.0,North,Mobile App,Shipped
ORD012522,CUST00209,P0075,02-May-2026,4,132.63,10.0,West,Online,Shipped
ORD008424,CUST00662,P0151,23/07/2023,1,258.72,10.0,West,Online,Completed
ORD009799,CUST00655,P0159,20/01/2023,2,161.76,0.0,West,IN-STORE,Completed
ORD005073,CUST00039,P0073,03-Feb-2025,2,19.78,25.0,CENTRAL,In-Store,Returned
ORD010832,CUST00603,P0119,2024-01-22,1,262.47,0.0, West ,MOBILE APP,Pending
ORD003175,CUST00064,P0169,2026-04-02,5,52.2,15.0,West,ONLINE,Shipped
ORD005081,CUST00824,P0121,12/01/2024,1,134.76,0.0, West ,Online,Completed
ORD010100,CUST00201,P0119,21/12/2024,1,209.09,5.0,south,In-Store,Completed
ORD002854,CUST00821,P0167,27-Apr-2022,1,319.19,,South,,Completed
ORD013505,CUST00293,P0159,29/06/2022,2,178.07,0.0,North,In-Store,Returned
ORD008923,CUST00378,P0106,12/04/2026,1,219.4,0.0,North,Online,Completed
ORD011338,CUST00492,P0129,2022-01-23,1,116.57,5.0,north,mobile app,Completed
ORD004431,CUST01036,P0029,2022-06-02,1,189.77,15.0,Central,Online,Completed
ORD015658,CUST00496,P0052,2023-01-31,3,89.4,10.0,East,In-Store,Completed
ORD017967,CUST00028,P0050,11/11/2024,2,263.36,0.0,SOUTH,Online,Completed
ORD002238,CUST01120,P0141,28/10/2022,1,242.01,0.0,South,Online,Returned
ORD009045,CUST00974,P0107,03/06/2024,2,165.8,0.0,West,ONLINE,Completed
ORD017695,CUST00144,P0066,04-Feb-2023,4,117.39,10.0,West,In-Store,Pending
ORD013807,CUST00382,P0091,16/12/2022,2,130.35,10.0,east,MOBILE APP,Pending
ORD013591,CUST00983,P0173,28-Aug-2023,1,187.75,10.0,East,Marketplace,Returned
ORD001584,CUST00383,P0007,14/07/2024,2,139.1,20.0,West,Online,Shipped
ORD000930,CUST00787,P0168,05/11/2022,5,89.22,0.0,East,MARKETPLACE,Pending
ORD002769,CUST00723,P0051,2025-12-03,5,92.24,10.0,North,Marketplace,Shipped
ORD019387,CUST01014,P0116,2022-07-29,1,189.77,15.0,central,Mobile App,Completed
ORD014214,CUST00746,P0145,05-Dec-2025,1,131.97,10.0,South, Mobile App ,Shipped
ORD002480,CUST00117,P0137,2025-10-22,2,123.9,10.0,South, Online ,Completed
ORD000907,CUST00409,P0046,16-Jun-2023,1,147.79,25.0,West,Mobile App,Completed
ORD016808,CUST00876,P0065,28-Mar-2024,1,45.1,10.0,North,in-store,Completed
ORD002675,CUST00321,P0165,13-Aug-2025,1,140.4,5.0,WEST,In-Store,Cancelled
ORD015602,CUST00174,P0099,2024-03-22,4,222.59,20.0,west,IN-STORE,Shipped
ORD010030,CUST00760,P0096,05/10/2024,1,107.79,15.0,Central,Marketplace,Completed
ORD005619,CUST00037,P0116,01/12/2023,2,174.5,10.0,South,Mobile App,Pending
ORD015791,CUST00635,P0024,26-Jun-2023,2,357.3,5.0,EAST, In-Store ,Completed
ORD003406,CUST00259,P0155,2025-08-21,1,196.95,15.0,East,Online,Pending
ORD010929,CUST00015,P0055,27/03/2024,1,158.16,20.0,East,Mobile App,Completed
ORD002974,CUST00978,P0073,08-Jul-2024,1,26.06,5.0,Central,Online,Completed
ORD000946,CUST00393,P0147,13-Sep-2023,3,141.02,0.0,Central,In-Store,Pending
ORD011140,CUST00344,P0185,2024-11-14,1,167.11,5.0,West,Online,Shipped
ORD018543,CUST00530,P0053,2023-11-10,5,145.67,10.0, South ,Marketplace,Completed
ORD019003,CUST01048,P0091,12-May-2023,2,128.06,,,,Cancelled
ORD011183,CUST00461,P0166,2024-03-22,1,26.07,0.0,SOUTH,Online,Completed
ORD012063,CUST01196,P0054,21-May-2025,1,146.1,0.0,south,Marketplace,Completed
ORD006220,CUST00230,P0163,19-Nov-2025,1,162.65,10.0,East,Mobile App,Completed
ORD004271,CUST00131,P0065,12-Feb-2026,3,73.31,0.0,Central,Marketplace,Completed
ORD019865,CUST00639,P0028,12-Feb-2024,2,186.17,0.0,West,Mobile App,Completed
ORD000623,CUST00269,P0087,30/06/2025,3,8.51,0.0,North, Marketplace ,Completed
ORD006798,CUST01188,P0193,2022-02-13,1,276.53,0.0,Central,Marketplace,Completed
ORD005027,CUST00005,P0197,06-Jan-2024,2,12.28,5.0,Central,Marketplace,Completed
ORD011634,CUST01114,P0040,17/12/2023,3,75.92,15.0,East,Marketplace,Pending
ORD004784,CUST00672,P0150,2022-05-13,5,20.95,0.0,Central,MOBILE APP,Cancelled
ORD017740,CUST00113,P0189,2022-03-16,1,129.28,0.0,East,Marketplace,Completed
ORD016775,CUST00178,P0148,2023-10-23,2,351.15,0.0,South,MARKETPLACE,Shipped
ORD002787,CUST00873,P0041,29/03/2025,1,37.73,0.0,East,online,Completed
ORD015507,CUST00703,P0030,01-Apr-2022,1,234.6,15.0,Central,In-Store,Returned
ORD002183,CUST00050,P0174,08-Dec-2023,2,186.06,0.0,East,Mobile App,Completed
ORD012376,CUST00139,P0057,2024-07-09,1,169.5,0.0,East,In-Store,Completed
ORD018987,CUST01079,P0142,21/03/2022,2,240.28,15.0,East,In-Store,Completed
ORD019229,CUST00257,P0091,13-May-2022,5,70.47,15.0,SOUTH,marketplace,Completed
ORD002352,CUST00856,P0101,21/11/2025,1,43.98,0.0, North ,In-Store,Completed
ORD014121,CUST00161,P0058,24/01/2022,2,94.59,0.0,Central,Marketplace,Completed
ORD004092,CUST00203,P0171,27-Aug-2024,2,285.75,0.0,South,Online,Cancelled
ORD015833,CUST01159,P0012,21/08/2025,3,49.21,0.0,SOUTH,online,Completed
ORD008816,CUST01189,P0059,29/05/2025,2,102.99,5.0,CENTRAL,Marketplace,Completed
ORD009941,CUST00425,P0158,05/04/2026,1,19.27,5.0,EAST,In-Store,Completed
ORD005879,CUST00760,P0111,2023-10-01,1,94.15,20.0,Central,Mobile App,Cancelled
ORD009186,CUST00046,P0198,2023-01-09,2,36.65,5.0,South,Mobile App,Completed
ORD017010,CUST00213,P0137,2024-03-22,3,98.79,0.0,South,In-Store,Pending
ORD018859,CUST00111,P0038,2023-10-03,5,153.88,0.0,Central,In-Store,Completed
ORD008034,CUST00900,P0067,2022-11-16,2,153.13,5.0,South,IN-STORE,Cancelled
ORD008032,CUST00734,P0176,20-Jan-2025,1,196.23,15.0,West,mobile app,Shipped
ORD008691,CUST00404,P0052,14-May-2025,1,109.74,0.0,west,Online,Returned
ORD017449,CUST00988,P0132,07-Mar-2025,1,40.96,0.0,East,in-store,Cancelled
ORD008042,CUST01149,P0070,2026-02-06,3,235.04,5.0,SOUTH,Online,Completed
ORD002876,CUST01090,P0007,29-May-2022,1,86.22,0.0,EAST,Online,Cancelled
ORD006212,CUST00538,P0160,2023-04-07,3,48.19,0.0,WEST,MOBILE APP,Pending
ORD008489,CUST00724,P0060,18-Dec-2024,1,145.45,20.0,South,MOBILE APP,Cancelled
ORD016219,CUST00457,P0131,2023-09-01,1,53.81,5.0,Central,Mobile App,Completed
ORD009834,CUST00064,P0190,2025-07-09,1,88.08,5.0,Central,Online,Completed
ORD001448,CUST00494,P0137,12/04/2023,4,83.31,0.0,central,online,Pending
ORD016545,CUST01134,P0023,20-May-2026,1,176.86,10.0,East,Online,Cancelled
ORD002732,CUST01107,P0005,18/02/2022,5,256.64,15.0,North,Mobile App,Shipped
ORD001911,CUST01036,P0118,25-Oct-2025,1,94.5,0.0,West,online,Completed
ORD017655,CUST00342,P0102,2023-07-07,1,156.81,0.0,West,Online,Pending
ORD017470,CUST00230,P0055,2022-03-13,2,140.02,0.0,west,ONLINE,Completed
ORD014867,CUST00144,P0174,09-Mar-2022,1,250.16,0.0,West,in-store,Completed
ORD003845,CUST00587,P0092,03-Jun-2026,5,199.5,0.0,West,Mobile App,Completed
ORD007409,CUST00139,P0089,09-Feb-2025,1,92.83,10.0,west,In-Store,Pending
ORD015118,CUST00705,P0125,29/05/2025,1,216.25,10.0,South,Mobile App,Completed
ORD010156,CUST00737,P0069,19/03/2026,2,233.78,5.0,South,Online,Completed
ORD014972,CUST00247,P0096,2026-01-29,2,146.21,0.0,North,Marketplace,Shipped
ORD001531,CUST01173,P0097,07/09/2025,1,149.2,15.0,Central,Marketplace,Completed
ORD008097,CUST00397,P0026,14-Mar-2023,2,151.6,20.0,West,IN-STORE,Pending
ORD004886,CUST00268,P0091,2023-08-25,2,107.64,25.0,South,Mobile App,Pending
ORD019795,CUST00535,P0074,2026-05-28,1,290.45,0.0,South,Mobile App,Completed
ORD013802,CUST00513,P0086,07-Nov-2022,1,97.18,0.0,EAST,IN-STORE,Completed
ORD007279,CUST00345,P0125,03-Feb-2026,2,135.69,10.0, South ,In-Store,Completed
ORD007455,CUST00331,P0153,2024-10-15,1,272.58,0.0,West,Mobile App,Pending
ORD019738,CUST00987,P0154,01-Apr-2022,1,13.06,0.0,East,IN-STORE,Completed
ORD019978,CUST01026,P0057,2023-05-29,1,132.62,20.0,West,Marketplace,Pending
ORD004151,CUST01002,P0097,07-Jun-2022,1,100.81,10.0,Central,Marketplace,Cancelled
ORD007582,CUST00539,P0162,20-Oct-2022,2,316.35,20.0,north,In-Store,Shipped
ORD014100,CUST00196,P0192,06-Dec-2023,1,25.91,20.0,West,In-Store,Completed
ORD000831,CUST00997,P0113,13/12/2022,1,84.26,0.0,East,Online,Shipped
ORD010768,CUST00870,P0045,03/07/2025,1,68.96,10.0,Central,Mobile App,Cancelled
ORD003434,CUST00139,P0145,27/10/2022,1,98.55,20.0,West,Mobile App,Pending
ORD008700,CUST00297,P0061,13/09/2022,2,24.61,10.0,North, Online ,Completed
ORD018065,CUST00769,P0028,13/08/2025,2,262.93,10.0,Central, Mobile App ,Completed
ORD010604,CUST00010,P0065,2024-07-12,5,61.55,0.0,Central,In-Store,Cancelled
